"state","state_abbrev","organization","season","year","month","date","zone","block_id","site","lat_dd","long_dd","survey_id","event_id","n","nover","pover","domoic_ppm_max","domoic_ppm_avg","domoic_ppm_med","nsurveys","event_use","event_id_use","event_day0","event_day"
"California","CA","CDFW",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","2010-CA-464",6,0,0,21,8.26666666666667,5.65,1,"no",NA,2010-11-09,0
"California","CA","CDFW",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","2010-CA-465",6,1,0.166666666666667,37,8.26666666666667,2.5,1,"no",NA,2010-11-09,0
"California","CA","CDFW",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","2010-CA-466",6,0,0,6.6,3.18333333333333,2.5,1,"no",NA,2010-11-09,0
"California","CA","CDFW",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","2010-CA-NA",37,0,0,13,3.36216216216216,2.5,1,"no",NA,2010-11-09,0
"California","CA","CDFW",2010,2010,11,2010-11-10,"A",102,"Pelican Bay",41.871369,-124.324551,"2010-11-10-CA-A-Pelican Bay","2010-CA-102",6,0,0,5.1,2.93333333333333,2.5,1,"no",NA,2010-11-10,0
"California","CA","CDFW",2010,2010,11,2010-11-10,"A",108,"Point St. George",41.770479,-124.254556,"2010-11-10-CA-A-Point St. George","2010-CA-108",5,0,0,2.5,2.5,2.5,1,"no",NA,2010-11-10,0
"California","CA","CDFW",2010,2010,11,2010-11-10,"A",115,"Klamath River",41.533913,-124.227427,"2010-11-10-CA-A-Klamath River","2010-CA-115",7,0,0,2.5,2.5,2.5,1,"no",NA,2010-11-10,0
"California","CA","CDFW",2010,2010,11,2010-11-10,"B",132,"Trinidad Head",41.0515,-124.15,"2010-11-10-CA-B-Trinidad Head","2010-CA-132",12,0,0,3.5,2.6,2.5,1,"no",NA,2010-11-10,0
"California","CA","CDFW",2010,2010,11,2010-11-10,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2010-11-10-CA-B-Humboldt County, OFFSHORE","2010-CA-213",12,0,0,2.5,2.5,2.5,1,"no",NA,2010-11-10,0
"California","CA","CDFW",2011,2011,10,2011-10-26,"E",1038,"Sonoma, OFFSHORE",38.35,-125,"2011-10-26-CA-E-Sonoma, OFFSHORE","2011-CA-1038",12,0,0,15,6.10833333333333,5.3,1,"no",NA,2011-10-26,0
"California","CA","CDFW",2012,2012,10,2012-10-25,"E",431,"Bodega Bay",38.275,-123.00833,"2012-10-25-CA-E-Bodega Bay","2012-CA-431",6,1,0.166666666666667,240,45.8666666666667,5.05,2,"no",NA,2012-10-25,0
"California","CA","CDFW",2012,2012,10,2012-10-25,NA,NA,"North Coast Fisheries",NA,NA,"2012-10-25-CA-NA-North Coast Fisheries","2012-CA-NA",6,0,0,11,6.66666666666667,6.55,3,"no",NA,2012-10-25,0
"California","CA","CDFW",2012,2012,10,2012-10-26,"A",NA,"Del Norte County, OFFSHORE",NA,NA,"2012-10-26-CA-A-Del Norte County, OFFSHORE","2012-CA-NA",6,0,0,2.5,2.5,2.5,3,"no",NA,2012-10-25,1
"California","CA","CDFW",2012,2012,10,2012-10-26,"B",132,"Trinidad Bay",41.053113,-124.142252,"2012-10-26-CA-B-Trinidad Bay","2012-CA-132",6,0,0,2.5,2.5,2.5,1,"no",NA,2012-10-26,0
"California","CA","CDFW",2012,2012,10,2012-10-26,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2012-10-26-CA-B-Humboldt County, OFFSHORE","2012-CA-213",5,0,0,2.5,2.5,2.5,2,"no",NA,2012-10-26,0
"California","CA","CDFW",2012,2012,10,2012-10-26,"D",262,"Fort Bragg",39.427582,-123.807304,"2012-10-26-CA-D-Fort Bragg","2012-CA-262",6,0,0,2.5,2.5,2.5,1,"no",NA,2012-10-26,0
"California","CA","CDFW",2012,2012,11,2012-11-05,NA,NA,"North Coast Fisheries",NA,NA,"2012-11-05-CA-NA-North Coast Fisheries","2012-CA-NA",12,0,0,2.5,2.5,2.5,3,"no",NA,2012-10-25,11
"California","CA","CDFW",2012,2012,11,2012-11-06,"E",423,"Block 422, Carmet",38.43333,-123.18333,"2012-11-06-CA-E-Block 422, Carmet","2012-CA-423",28,0,0,17,4.58571428571429,2.6,1,"no",NA,2012-11-06,0
"California","CA","CDFW",2012,2012,11,2012-11-06,"E",431,"Bodega Bay",38.275,-123.00833,"2012-11-06-CA-E-Bodega Bay","2012-CA-431",10,0,0,23,7.67,2.5,2,"no",NA,2012-10-25,12
"California","CA","CDFW",2012,2012,11,2012-11-13,"A",102,"Pelican Bay",41.871369,-124.324551,"2012-11-13-CA-A-Pelican Bay","2012-CA-102",3,0,0,2.5,2.5,2.5,1,"no",NA,2012-11-13,0
"California","CA","CDFW",2012,2012,11,2012-11-13,"A",115,"Klamath River",41.533913,-124.227427,"2012-11-13-CA-A-Klamath River","2012-CA-115",3,0,0,2.5,2.5,2.5,1,"no",NA,2012-11-13,0
"California","CA","CDFW",2012,2012,11,2012-11-13,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2012-11-13-CA-B-Humboldt County, OFFSHORE","2012-CA-213",6,0,0,2.5,2.5,2.5,2,"no",NA,2012-10-26,18
"California","CA","CDFW",2013,2013,10,2013-10-31,"A",108,"Block 108, George",41.76667,-124.25,"2013-10-31-CA-A-Block 108, George","2013-CA-108",3,0,0,14,6.33333333333333,2.5,1,"no",NA,2013-10-31,0
"California","CA","CDFW",2013,2013,10,2013-10-31,"A",115,"Block 115, Klamath",41.55,-124.18333,"2013-10-31-CA-A-Block 115, Klamath","2013-CA-115",3,0,0,5.3,3.43333333333333,2.5,1,"no",NA,2013-10-31,0
"California","CA","CDFW",2013,2013,10,2013-10-31,"B",202,"Block 202, Eureka",40.83333,-124.23333,"2013-10-31-CA-B-Block 202, Eureka","2013-CA-202",3,0,0,2.5,2.5,2.5,1,"no",NA,2013-10-31,0
"California","CA","CDFW",2013,2013,10,2013-10-31,"C",242,"Block 242, Ft Bragg",39.86667,-123.95,"2013-10-31-CA-C-Block 242, Ft Bragg","2013-CA-242",4,0,0,2.5,2.5,2.5,1,"no",NA,2013-10-31,0
"California","CA","CDFW",2013,2013,10,2013-10-31,"C",249,"Block 249, Ft Bragg",39.8,-123.88333,"2013-10-31-CA-C-Block 249, Ft Bragg","2013-CA-249",3,0,0,2.5,2.5,2.5,1,"no",NA,2013-10-31,0
"California","CA","CDFW",2013,2013,11,2013-11-07,"E",423,"Block 422, Carmet",38.43333,-123.18333,"2013-11-07-CA-E-Block 422, Carmet","2013-CA-423",6,1,0.166666666666667,36,8.08333333333333,2.5,1,"no",NA,2013-11-07,0
"California","CA","CDFW",2013,2013,11,2013-11-07,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2013-11-07-CA-E-Block 439, Pt Reyes","2013-CA-439",6,0,0,2.5,2.5,2.5,1,"no",NA,2013-11-07,0
"California","CA","CDFW",2013,2013,11,2013-11-08,"F",472,"Block 472, HMB",37.39816,-122.463184,"2013-11-08-CA-F-Block 472, HMB","2013-CA-472",6,0,0,2.5,2.5,2.5,1,"no",NA,2013-11-08,0
"California","CA","CDFW",2013,2013,11,2013-11-19,"B",132,"Block 132, Trinidad",41.02962,-124.145,"2013-11-19-CA-B-Block 132, Trinidad","2013-CA-132",3,0,0,5.2,3.4,2.5,1,"no",NA,2013-11-19,0
"California","CA","CDFW",2015,2015,7,2015-07-21,"G",501,"Half Moon Bay South",37.0457291669019,-122.284641842249,"2015-07-21-CA-G-Half Moon Bay South","2015-CA-501",3,0,0,11,6.66666666666667,5.9,1,"no",NA,2015-07-21,0
"California","CA","CDFW",2015,2015,7,2015-07-21,"G",502,"Half Moon Bay South",37.0815856211622,-122.419546889,"2015-07-21-CA-G-Half Moon Bay South","2015-CA-502",3,0,0,12,9.33333333333333,8.1,1,"no",NA,2015-07-21,0
"California","CA","CDFW",2015,2015,9,2015-09-11,"B",132,"Block 132, Trinidad",41.02962,-124.145,"2015-09-11-CA-B-Block 132, Trinidad","2015-CA-132",6,5,0.833333333333333,140,94.8333333333333,101,14,"yes","2015-CA-132",2015-09-11,0
"California","CA","CDFW",2015,2015,9,2015-09-11,"B",132,"Trinidad South",41.0594844701148,-124.147950029816,"2015-09-11-CA-B-Trinidad South","2015-CA-132",6,5,0.833333333333333,140,94.8333333333333,101,14,"yes","2015-CA-132",2015-09-11,0
"California","CA","CDFW",2015,2015,9,2015-09-15,"B",210,"Block 210, HB entr",40.7493,-124.2845,"2015-09-15-CA-B-Block 210, HB entr","2015-CA-210",6,6,1,120,76.3333333333333,77,8,"yes","2015-CA-210",2015-09-15,0
"California","CA","CDFW",2015,2015,9,2015-09-15,"B",210,"Eureka",40.7666028733135,-124.281548287858,"2015-09-15-CA-B-Eureka","2015-CA-210",6,6,1,120,76.3333333333333,77,8,"yes","2015-CA-210",2015-09-15,0
"California","CA","CDFW",2015,2015,9,2015-09-23,"A",102,"Crescent City",41.9181303534288,-124.271276759914,"2015-09-23-CA-A-Crescent City","2015-CA-102",6,4,0.666666666666667,120,50.9166666666667,42.5,1,"no",NA,2015-09-23,0
"California","CA","CDFW",2015,2015,9,2015-09-23,"A",108,"Block 108, George",41.76667,-124.25,"2015-09-23-CA-A-Block 108, George","2015-CA-108",6,4,0.666666666666667,120,50.9166666666667,42.5,12,"yes","2015-CA-108",2015-09-23,0
"California","CA","CDFW",2015,2015,10,2015-10-18,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2015-10-18-CA-E-Block 431, Bodega","2015-CA-431",6,3,0.5,40,30.8333333333333,31.5,17,"yes","2015-CA-431",2015-10-18,0
"California","CA","CDFW",2015,2015,10,2015-10-18,"E",431,"Bodega Bay",38.2458350807382,-123.087524649426,"2015-10-18-CA-E-Bodega Bay","2015-CA-431",6,3,0.5,40,30.8333333333333,31.5,17,"yes","2015-CA-431",2015-10-18,0
"California","CA","CDFW",2015,2015,10,2015-10-25,"F",472,"Block 472, HMB",37.39816,-122.463184,"2015-10-25-CA-F-Block 472, HMB","2015-CA-472",4,4,1,88,56.25,50.5,4,"no",NA,2015-10-25,0
"California","CA","CDFW",2015,2015,10,2015-10-25,"F",472,"Half Moon Bay North",37.4037089958916,-122.462909347796,"2015-10-25-CA-F-Half Moon Bay North","2015-CA-472",4,4,1,88,56.25,50.5,4,"no",NA,2015-10-25,0
"California","CA","CDFW",2015,2015,10,2015-10-25,"F",473,"Block 473, HMBoff",37.414663,-122.583638,"2015-10-25-CA-F-Block 473, HMBoff","2015-CA-473",8,6,0.75,130,55.25,54,9,"yes","2015-CA-473",2015-10-25,0
"California","CA","CDFW",2015,2015,10,2015-10-25,"F",473,"Half Moon Bay North",37.4166087002093,-122.584426594165,"2015-10-25-CA-F-Half Moon Bay North","2015-CA-473",8,6,0.75,130,55.25,54,9,"yes","2015-CA-473",2015-10-25,0
"California","CA","CDFW",2015,2015,10,2015-10-26,"A",108,"Crescent City",41.7390120843716,-124.264188910007,"2015-10-26-CA-A-Crescent City","2015-CA-108",4,3,0.75,80,59.25,64.5,12,"yes","2015-CA-108",2015-09-23,33
"California","CA","CDFW",2015,2015,10,2015-10-26,"B",132,"Block 132, Trinidad",41.02962,-124.145,"2015-10-26-CA-B-Block 132, Trinidad","2015-CA-132",8,8,1,97,66,70.5,14,"yes","2015-CA-132",2015-09-11,45
"California","CA","CDFW",2015,2015,10,2015-10-26,"B",132,"Trinidad",41.0594844701148,-124.147950029816,"2015-10-26-CA-B-Trinidad","2015-CA-132",8,8,1,97,66,70.5,14,"yes","2015-CA-132",2015-09-11,45
"California","CA","CDFW",2015,2015,10,2015-10-26,"E",431,"Crescent City",38.2458350807382,-123.087524649426,"2015-10-26-CA-E-Crescent City","2015-CA-431",4,4,1,110,79.25,80.5,17,"yes","2015-CA-431",2015-10-18,8
"California","CA","CDFW",2015,2015,10,2015-10-27,"B",210,"Block 210, HB entr",40.7493,-124.2845,"2015-10-27-CA-B-Block 210, HB entr","2015-CA-210",12,12,1,140,66.75,61,8,"yes","2015-CA-210",2015-09-15,42
"California","CA","CDFW",2015,2015,10,2015-10-27,"B",210,"Eureka",40.7666028733135,-124.281548287858,"2015-10-27-CA-B-Eureka","2015-CA-210",12,12,1,140,66.75,61,8,"yes","2015-CA-210",2015-09-15,42
"California","CA","CDFW",2015,2015,10,2015-10-30,"D",262,"Block 262, Ft Bragg",39.41913,-123.824479,"2015-10-30-CA-D-Block 262, Ft Bragg","2015-CA-262",6,0,0,15,6.5,4.5,2,"no",NA,2015-10-30,0
"California","CA","CDFW",2015,2015,10,2015-10-30,"D",263,"Fort Bragg",39.4165576379145,-123.917796693173,"2015-10-30-CA-D-Fort Bragg","2015-CA-263",6,0,0,15,6.5,4.5,1,"no",NA,2015-10-30,0
"California","CA","CDFW",2015,2015,10,2015-10-31,"E",431,"Bodega Bay",38.2458350807382,-123.087524649426,"2015-10-31-CA-E-Bodega Bay","2015-CA-431",6,5,0.833333333333333,91,45.1666666666667,37.5,17,"yes","2015-CA-431",2015-10-18,13
"California","CA","CDFW",2015,2015,10,2015-10-31,"G",526,"Monterey Bay",36.6026395343774,-121.940967078753,"2015-10-31-CA-G-Monterey Bay","2015-CA-526",11,1,0.0909090909090909,83,16.6727272727273,9.4,3,"no",NA,2015-10-31,0
"California","CA","CDFW",2015,2015,11,2015-11-01,"G",526,"Block 526, Pt Pinos",36.628865,-121.970374,"2015-11-01-CA-G-Block 526, Pt Pinos","2015-CA-526",11,1,0.0909090909090909,83,16.6727272727273,9.4,3,"no",NA,2015-10-31,1
"California","CA","CDFW",2015,2015,11,2015-11-02,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2015-11-02-CA-E-Block 431, Bodega","2015-CA-431",6,5,0.833333333333333,91,45.1666666666667,37.5,17,"yes","2015-CA-431",2015-10-18,15
"California","CA","CDFW",2015,2015,11,2015-11-12,"G",526,"Monterey Bay",36.6026395343774,-121.940967078753,"2015-11-12-CA-G-Monterey Bay","2015-CA-526",7,1,0.142857142857143,50,21.1,17,3,"no",NA,2015-10-31,12
"California","CA","CDFW",2015,2015,11,2015-11-14,"E",423,"Block 422, Carmet",38.43333,-123.18333,"2015-11-14-CA-E-Block 422, Carmet","2015-CA-423",6,3,0.5,34,25.8333333333333,29,17,"yes","2015-CA-423",2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2015-11-14-CA-E-Block 439, Pt Reyes","2015-CA-439",6,4,0.666666666666667,81,51.1666666666667,53.5,6,"yes","2015-CA-439",2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"E",439,"Point Reyes",38.0836626715239,-123.084867825007,"2015-11-14-CA-E-Point Reyes","2015-CA-439",6,4,0.666666666666667,81,51.1666666666667,53.5,6,"yes","2015-CA-439",2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"E",442,"Russian River",38.0832586496102,-123.584460329162,"2015-11-14-CA-E-Russian River","2015-CA-442",6,3,0.5,34,25.8333333333333,29,1,"no",NA,2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2015-11-14-CA-F-Block 447, Bolinas","2015-CA-447",6,0,0,21,11.1333333333333,11.5,4,"no",NA,2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"F",447,"San Francisco",37.8918612701442,-122.764385470813,"2015-11-14-CA-F-San Francisco","2015-CA-447",6,0,0,21,11.1333333333333,11.5,4,"no",NA,2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2015-11-14-CA-F-Block 464, San Pedr","2015-CA-464",6,0,0,22,11.65,9.95,3,"no",NA,2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"F",464,"Half Moon Bay North",37.5854377599855,-122.587203122358,"2015-11-14-CA-F-Half Moon Bay North","2015-CA-464",6,0,0,22,11.65,9.95,3,"no",NA,2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-14,"H",623,"Block 623, Pismo",35.079515,-120.76035,"2015-11-14-CA-H-Block 623, Pismo","2015-CA-623",11,0,0,9,4.39090909090909,2.5,3,"no",NA,2015-11-14,0
"California","CA","CDFW",2015,2015,11,2015-11-16,"H",624,"Avila",35.083309974019,-120.917682501452,"2015-11-16-CA-H-Avila","2015-CA-624",3,0,0,9,5.16666666666667,4,1,"no",NA,2015-11-16,0
"California","CA","CDFW",2015,2015,11,2015-11-17,"B",132,"Block 132, Trinidad",41.02962,-124.145,"2015-11-17-CA-B-Block 132, Trinidad","2015-CA-132",15,9,0.6,65,35.8666666666667,36,14,"yes","2015-CA-132",2015-09-11,67
"California","CA","CDFW",2015,2015,11,2015-11-17,"B",132,"Trinidad",41.0594844701148,-124.147950029816,"2015-11-17-CA-B-Trinidad","2015-CA-132",15,9,0.6,65,35.8666666666667,36,14,"yes","2015-CA-132",2015-09-11,67
"California","CA","CDFW",2015,2015,11,2015-11-18,"A",108,"Crescent City Harbor",41.746208,-124.184382,"2015-11-18-CA-A-Crescent City Harbor","2015-CA-108",9,5,0.555555555555556,91,40.6111111111111,30,12,"yes","2015-CA-108",2015-09-23,56
"California","CA","CDFW",2015,2015,11,2015-11-21,"H",623,"Avila",35.0824092801505,-120.751597734499,"2015-11-21-CA-H-Avila","2015-CA-623",6,0,0,8.1,3.88333333333333,2.55,3,"no",NA,2015-11-14,7
"California","CA","CDFW",2015,2015,11,2015-11-21,"H",623,"Block 623, Pismo",35.079515,-120.76035,"2015-11-21-CA-H-Block 623, Pismo","2015-CA-623",6,0,0,8.1,3.88333333333333,2.55,3,"no",NA,2015-11-14,7
"California","CA","CDFW",2015,2015,11,2015-11-22,"D",402,"Point Arena",38.909830799045,-123.765238369676,"2015-11-22-CA-D-Point Arena","2015-CA-402",4,4,1,270,140.25,122.5,7,"yes","2015-CA-402",2015-11-22,0
"California","CA","CDFW",2015,2015,11,2015-11-23,"B",202,"Block 202, Eureka",40.83333,-124.23333,"2015-11-23-CA-B-Block 202, Eureka","2015-CA-202",12,8,0.666666666666667,59,35.5833333333333,39,5,"no",NA,2015-11-23,0
"California","CA","CDFW",2015,2015,11,2015-11-23,"B",210,"Eel River",40.7666028733135,-124.281548287858,"2015-11-23-CA-B-Eel River","2015-CA-210",4,1,0.25,50,26.5,21.5,8,"yes","2015-CA-210",2015-09-15,69
"California","CA","CDFW",2015,2015,11,2015-11-23,"B",210,"Samoa",40.7666028733135,-124.281548287858,"2015-11-23-CA-B-Samoa","2015-CA-210",4,3,0.75,42,31.25,35,8,"yes","2015-CA-210",2015-09-15,69
"California","CA","CDFW",2015,2015,11,2015-11-23,"C",249,"Block 249, Ft Bragg",39.8,-123.88333,"2015-11-23-CA-C-Block 249, Ft Bragg","2015-CA-249",6,4,0.666666666666667,150,61.5,54,23,"yes","2015-CA-249",2015-11-23,0
"California","CA","CDFW",2015,2015,11,2015-11-23,"C",249,"Usal",39.74864574223,-123.919534737546,"2015-11-23-CA-C-Usal","2015-CA-249",6,4,0.666666666666667,150,61.5,54,23,"yes","2015-CA-249",2015-11-23,0
"California","CA","CDFW",2015,2015,11,2015-11-29,"G",517,"Block 517, Marina",36.743802,-121.916942,"2015-11-29-CA-G-Block 517, Marina","2015-CA-517",6,0,0,11,6.95,6.75,4,"no",NA,2015-11-29,0
"California","CA","CDFW",2015,2015,11,2015-11-29,"G",517,"Monterey Bay",36.7499567679271,-121.917733643827,"2015-11-29-CA-G-Monterey Bay","2015-CA-517",6,0,0,11,6.95,6.75,4,"no",NA,2015-11-29,0
"California","CA","CDFW",2015,2015,12,2015-12-01,"A",108,"Block 108, George",41.76667,-124.25,"2015-12-01-CA-A-Block 108, George","2015-CA-108",3,2,0.666666666666667,69,44.6666666666667,39,12,"yes","2015-CA-108",2015-09-23,69
"California","CA","CDFW",2015,2015,12,2015-12-01,"A",108,"Crescent City South",41.7390120843716,-124.264188910007,"2015-12-01-CA-A-Crescent City South","2015-CA-108",3,2,0.666666666666667,69,44.6666666666667,39,12,"yes","2015-CA-108",2015-09-23,69
"California","CA","CDFW",2015,2015,12,2015-12-01,"A",115,"Block 115, Klamath",41.55,-124.18333,"2015-12-01-CA-A-Block 115, Klamath","2015-CA-115",5,2,0.4,49,28.96,23,8,"yes","2015-CA-115",2015-12-01,0
"California","CA","CDFW",2015,2015,12,2015-12-01,"A",115,"Crescent City South",41.5831739295717,-124.251191943832,"2015-12-01-CA-A-Crescent City South","2015-CA-115",5,2,0.4,49,28.96,23,8,"yes","2015-CA-115",2015-12-01,0
"California","CA","CDFW",2015,2015,12,2015-12-01,"D",473,"Point Arena",37.4166087002093,-122.584426594165,"2015-12-01-CA-D-Point Arena","2015-CA-473",5,1,0.2,39,11.08,5.6,9,"yes","2015-CA-473",2015-10-25,37
"California","CA","CDFW",2015,2015,12,2015-12-01,"D",474,"Point Arena",37.4166073927373,-122.751100025569,"2015-12-01-CA-D-Point Arena","2015-CA-474",3,0,0,13,7.3,6.4,3,"no",NA,2015-12-01,0
"California","CA","CDFW",2015,2015,12,2015-12-01,"E",422,"Russian River",38.3860597729344,-123.128349666515,"2015-12-01-CA-E-Russian River","2015-CA-422",6,1,0.166666666666667,69,22.4166666666667,15,3,"no",NA,2015-12-01,0
"California","CA","CDFW",2015,2015,12,2015-12-01,"E",423,"Block 422, Carmet",38.43333,-123.18333,"2015-12-01-CA-E-Block 422, Carmet","2015-CA-423",7,1,0.142857142857143,69,19.5714285714286,12,17,"yes","2015-CA-423",2015-11-14,17
"California","CA","CDFW",2015,2015,12,2015-12-01,"E",438,"Block 438, Pt Reyes",38.102567,-122.980295,"2015-12-01-CA-E-Block 438, Pt Reyes","2015-CA-438",6,1,0.166666666666667,40,15.75,15,2,"no",NA,2015-12-01,0
"California","CA","CDFW",2015,2015,12,2015-12-01,"E",439,"Point Reyes",38.0836626715239,-123.084867825007,"2015-12-01-CA-E-Point Reyes","2015-CA-439",4,0,0,17,9.625,9.5,6,"yes","2015-CA-439",2015-11-14,17
"California","CA","CDFW",2015,2015,12,2015-12-01,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2015-12-01-CA-F-Block 447, Bolinas","2015-CA-447",4,0,0,19,11.725,11.5,4,"no",NA,2015-11-14,17
"California","CA","CDFW",2015,2015,12,2015-12-01,"F",447,"Point Reyes",37.8918612701442,-122.764385470813,"2015-12-01-CA-F-Point Reyes","2015-CA-447",6,0,0,19,9.21666666666667,5.45,4,"no",NA,2015-11-14,17
"California","CA","CDFW",2015,2015,12,2015-12-01,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2015-12-01-CA-F-Block 464, San Pedr","2015-CA-464",10,1,0.1,39,9.6,5.7,3,"no",NA,2015-11-14,17
"California","CA","CDFW",2015,2015,12,2015-12-06,"G",516,"Block 516, Marina",36.758056,-121.823697,"2015-12-06-CA-G-Block 516, Marina","2015-CA-516",6,0,0,10,5.66666666666667,5.5,2,"no",NA,2015-12-06,0
"California","CA","CDFW",2015,2015,12,2015-12-06,"G",516,"Monterey Bay",36.7619524286239,-121.817668510537,"2015-12-06-CA-G-Monterey Bay","2015-CA-516",6,0,0,10,5.66666666666667,5.5,2,"no",NA,2015-12-06,0
"California","CA","CDFW",2015,2015,12,2015-12-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2015-12-08-CA-E-Block 431, Bodega","2015-CA-431",6,5,0.833333333333333,100,43.5833333333333,38.5,17,"yes","2015-CA-431",2015-10-18,51
"California","CA","CDFW",2015,2015,12,2015-12-08,"E",431,"Russian River",38.2458350807382,-123.087524649426,"2015-12-08-CA-E-Russian River","2015-CA-431",6,5,0.833333333333333,100,43.5833333333333,38.5,17,"yes","2015-CA-431",2015-10-18,51
"California","CA","CDFW",2015,2015,12,2015-12-08,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2015-12-08-CA-E-Block 439, Pt Reyes","2015-CA-439",6,0,0,27,16.4333333333333,16.5,6,"yes","2015-CA-439",2015-11-14,24
"California","CA","CDFW",2015,2015,12,2015-12-08,"E",439,"Point Reyes",38.0836626715239,-123.084867825007,"2015-12-08-CA-E-Point Reyes","2015-CA-439",6,0,0,27,16.4333333333333,16.5,6,"yes","2015-CA-439",2015-11-14,24
"California","CA","CDFW",2015,2015,12,2015-12-08,"F",472,"Block 472, HMB",37.39816,-122.463184,"2015-12-08-CA-F-Block 472, HMB","2015-CA-472",4,3,0.75,49,33.95,39,4,"no",NA,2015-10-25,44
