"state","state_abbrev","organization","comm_name","sci_name","season","year","month","date","zone","block_id","site","lat_dd","long_dd","survey_id","domoic_id","domoic_tissue","domoic_ppm","domoic_mod","notes"
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9028-04","viscera",3.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9029-01","viscera",7.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9029-02","viscera",4.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9029-03","viscera",15,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9029-04","viscera",14,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9030-01","viscera",5.2,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9030-02","viscera",5.2,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9030-03","viscera",4.9,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9030-04","viscera",3.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9031-01","viscera",9.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9031-02","viscera",11,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9031-03","viscera",18,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2000,2000,11,2000-11-17,"B",213,"Humboldt County, OFFSHORE",40.785,-124.674,"2000-11-17-CA-B-Humboldt County, OFFSHORE","00-9031-04","viscera",11,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2001,2002,3,2002-03-15,"F",473,"Half Moon Bay, offshore",37.4976,-122.5406,"2002-03-15-CA-F-Half Moon Bay, offshore","02-9001-01","viscera",1,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2004,2005,6,2005-06-09,"H",607,"Morro Bay",35.33,-120.85,"2005-06-09-CA-H-Morro Bay","05-0546-01","viscera",1,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2004,2005,6,2005-06-09,"H",607,"Morro Bay",35.33,-120.85,"2005-06-09-CA-H-Morro Bay","05-0546-02","viscera",1,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-02,"H",653,"Santa Barbara Point",34.39535,-119.701585,"2010-11-02-CA-H-Santa Barbara Point","F10C02100","viscera",102,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02156","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02157","viscera",12,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02158","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02159","viscera",8.7,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02160","viscera",3.3,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02161","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2010-11-08-CA-E-Block 431, Bodega","F10C02162","viscera",3.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2010-11-08-CA-E-Block 431, Bodega","F10C02163","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2010-11-08-CA-E-Block 431, Bodega","F10C02164","viscera",4.6,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2010-11-08-CA-E-Block 431, Bodega","F10C02165","viscera",2.7,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2010-11-08-CA-E-Block 431, Bodega","F10C02166","viscera",19,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",431,"Block 431, Bodega",38.234676,-123.104345,"2010-11-08-CA-E-Block 431, Bodega","F10C02167","viscera",3.7,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02168","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02169","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02170","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02171","viscera",2.5,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02172","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02173","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",448,"Block 448, Drakes",37.903641,-122.924816,"2010-11-08-CA-F-Block 448, Drakes","F10C02174","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2010-11-08-CA-E-Block 439, Pt Reyes","F10C02175","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2010-11-08-CA-E-Block 439, Pt Reyes","F10C02176","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2010-11-08-CA-E-Block 439, Pt Reyes","F10C02177","viscera",4.1,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2010-11-08-CA-E-Block 439, Pt Reyes","F10C02178","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"E",439,"Block 439, Pt Reyes",38.066212,-123.096634,"2010-11-08-CA-E-Block 439, Pt Reyes","F10C02179","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02180","viscera",20,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02181","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02182","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02183","viscera",16,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02184","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",447,"Block 447, Bolinas",37.873883,-122.764208,"2010-11-08-CA-F-Block 447, Bolinas","F10C02185","viscera",10,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02186","viscera",13,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02187","viscera",5.2,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02188","viscera",2.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02189","viscera",11,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02190","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02191","viscera",6.4,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-08,"F",449,"Block 449, Chimney",37.898869,-123.094453,"2010-11-08-CA-F-Block 449, Chimney","F10C02192","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","F10C02194","viscera",2.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","F10C02195","viscera",8.5,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","F10C02196","viscera",12,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","F10C02197","viscera",2.8,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","F10C02198","viscera",21,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",464,"Block 464, San Pedr",37.577033,-122.595224,"2010-11-09-CA-F-Block 464, San Pedr","F10C02199","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","F10C02200","viscera",2.6,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","F10C02201","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","F10C02202","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","F10C02203","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","F10C02204","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",465,"Block 465, Off Pedr",37.574571,-122.781109,"2010-11-09-CA-F-Block 465, Off Pedr","F10C02205","viscera",37,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","F10C02206","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","F10C02207","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","F10C02208","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","F10C02209","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","F10C02210","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",466,"Block 466, Off Pedr",37.572696,-122.944035,"2010-11-09-CA-F-Block 466, Off Pedr","F10C02211","viscera",6.6,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",457,"Block 457, Off SF",37.740601,-122.941565,"2010-11-09-CA-F-Block 457, Off SF","F10C02212","viscera",4.2,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",457,"Block 457, Off SF",37.740601,-122.941565,"2010-11-09-CA-F-Block 457, Off SF","F10C02213","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",457,"Block 457, Off SF",37.740601,-122.941565,"2010-11-09-CA-F-Block 457, Off SF","F10C02214","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",457,"Block 457, Off SF",37.740601,-122.941565,"2010-11-09-CA-F-Block 457, Off SF","F10C02215","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",457,"Block 457, Off SF",37.740601,-122.941565,"2010-11-09-CA-F-Block 457, Off SF","F10C02216","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",457,"Block 457, Off SF",37.740601,-122.941565,"2010-11-09-CA-F-Block 457, Off SF","F10C02217","viscera",16,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",456,"Block 456, Off SF",37.738894,-122.753228,"2010-11-09-CA-F-Block 456, Off SF","F10C02218","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",456,"Block 456, Off SF",37.738894,-122.753228,"2010-11-09-CA-F-Block 456, Off SF","F10C02219","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",456,"Block 456, Off SF",37.738894,-122.753228,"2010-11-09-CA-F-Block 456, Off SF","F10C02220","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",456,"Block 456, Off SF",37.738894,-122.753228,"2010-11-09-CA-F-Block 456, Off SF","F10C02221","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",456,"Block 456, Off SF",37.738894,-122.753228,"2010-11-09-CA-F-Block 456, Off SF","F10C02222","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",456,"Block 456, Off SF",37.738894,-122.753228,"2010-11-09-CA-F-Block 456, Off SF","F10C02223","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",455,"Block 455, Off SF",37.737726,-122.587791,"2010-11-09-CA-F-Block 455, Off SF","F10C02224","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",455,"Block 455, Off SF",37.737726,-122.587791,"2010-11-09-CA-F-Block 455, Off SF","F10C02225","viscera",23,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",455,"Block 455, Off SF",37.737726,-122.587791,"2010-11-09-CA-F-Block 455, Off SF","F10C02226","viscera",4.7,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",455,"Block 455, Off SF",37.737726,-122.587791,"2010-11-09-CA-F-Block 455, Off SF","F10C02227","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",455,"Block 455, Off SF",37.737726,-122.587791,"2010-11-09-CA-F-Block 455, Off SF","F10C02228","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,"F",455,"Block 455, Off SF",37.737726,-122.587791,"2010-11-09-CA-F-Block 455, Off SF","F10C02229","viscera",5.7,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02241","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02242","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02243","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02244","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02245","viscera",13,NA,NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02246","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02247","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02248","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02249","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02250","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2010,2010,11,2010-11-09,NA,NA,"The Tides",NA,NA,"2010-11-09-CA-NA-The Tides","F10C02251","viscera",2.5,"<",NA
